"Hit Record Unique ID","URL to article/Tweet","Source","Location","Hit Type","Passed through tags","Associated Publisher","Referring Hit Record Unique ID","Authors","Plain Text of Article or Tweet","Date","Mentions","Hashtags","Found URL"
1314159314500759552,"https://twitter.com/Jonathan_Elk/status/1314159314500759552","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","״תגידו תודה שאתם נמצאים בישראל ולא במדינה ערבית אחרת שם היו שוחטים אתכם״ או ״נראה אתכם מדברים ככה במידה ערבית אחרת״ הם משפטים שנאמרים לערביי ישראל כאשר לפעמים הם מעבירים ביקורת או מעלים סוגיה בה מוצגת גזענות, זה משתווה בעיניי באותה מידה לאמירה של אמיר השכל ושו״ת.","2020-10-08","[]","[]","[]"
1314158204260167681,"https://twitter.com/Jonathan_Elk/status/1314158204260167681","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","@thoufeekzak @LevyMoriya @LeviMiz @Thani75 @HSajwanization Amazing!!","2020-10-08","['thoufeekzak', 'levymoriya', 'levimiz', 'thani75', 'hsajwanization']","[]","[]"
1314151367754346496,"https://twitter.com/Jonathan_Elk/status/1314151367754346496","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","@elicarmeli11 בכנסיה שלנו לא היו מטבילים ככה.. גם הייתה יוונית אורתודוקסית. זה מחריד בעיניי בצורה הזאת","2020-10-08","['elicarmeli11']","[]","[]"
1313902210535825409,"https://twitter.com/Jonathan_Elk/status/1313902210535825409","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","@tamirtrabelsy1 @YiscaA היו לוחמי צה״ל שנלחמו בשיניהם על מנת שיפתחו את הגדר. חלקם שילמו על כך מחיר כבד עד שהוצאו בדרך זאת או אחרת מהשירות הצבאי.","2020-10-07","['tamirtrabelsy1', 'yiscaa']","[]","[]"
1313900789925117954,"https://twitter.com/Jonathan_Elk/status/1313900789925117954","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","@hagarsi זאת הייתה חובתו. לקרוא להם כפויי טובה ושהם חייבים לו משהו בשל זאת כאן הבעיה. והוא אומר את שה בפה מלא שעליהם להודות לו בכלל..","2020-10-07","['hagarsi']","[]","[]"
1313898982582751241,"https://twitter.com/Jonathan_Elk/status/1313898982582751241","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","עד שפתחו את הגדר התמונות שלנו כבר הופצו בכל רחבי העולם. עד היום @barak_ehud מסרב להתנצל או אפילו לעזור בהתאקלמות בארץ על ההפקר ועל כך שמבחינתו לא היינו שותפים ובני ברית לדרך ולשלום אלא שכירי חרב שלא רצה בקיומנו. אני זוכה לגידופים אינספור פעמים על זה אך זאת תמיד תהיה האמת- ננטשנו.  https://t.co/Xq2posFFXa","2020-10-07","['barak_ehud']","[]","[]"
1313898974412181504,"https://twitter.com/Jonathan_Elk/status/1313898974412181504","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","הגזענות של השכל ושו״ת לא זרה לי, בכל פעם בה העברנו ביקורת על אהוד ברק ומחנה השמאל על נטישתנו בשטח עם נסיגת צה״ל מדרום לבנון צצו להם כל מיני פריבלגים שהיה להם חשוב להדגיש לנו ״שנגיד תודה שהם הביאו אותנו הנה בכלל״. אבכן, אתם לא. עמדנו על הגדרות שעות לאחר שברחנו מאיומי חיזבאללה.  https://t.co/vhezIXhYbH","2020-10-07","[]","[]","[]"
1313890404253814785,"https://twitter.com/Jonathan_Elk/status/1313890404253814785","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","מתנות קטנות מדובאי. هدايا صغيرة من دبي 😍 شكرا كتير لتوفيق! @thoufeekzak","2020-10-07","['thoufeekzak']","[]","[]"
1313890062673813506,"https://twitter.com/Jonathan_Elk/status/1313890062673813506","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","@thoufeekzak @LevyMoriya 🥰🥰🥰","2020-10-07","['thoufeekzak', 'levymoriya']","[]","[]"
1313847552329035776,"https://twitter.com/Jonathan_Elk/status/1313847552329035776","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","@thoufeekzak @LevyMoriya @BennyG2520 Thank you so much 🥰 جوناثان الخوري ג׳ונתן אלחורי","2020-10-07","['thoufeekzak', 'levymoriya', 'bennyg2520']","[]","[]"
1313846764106063872,"https://twitter.com/Jonathan_Elk/status/1313846764106063872","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","@thoufeekzak @LevyMoriya @BennyG2520 Handwritten is the best!! Can’t wait 🥰😍","2020-10-07","['thoufeekzak', 'levymoriya', 'bennyg2520']","[]","[]"
1313844029809930240,"https://twitter.com/Jonathan_Elk/status/1313844029809930240","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","@idan_ronen @LevyMoriya @thoufeekzak לגמרי","2020-10-07","['idan_ronen', 'levymoriya', 'thoufeekzak']","[]","[]"
1313843967704825858,"https://twitter.com/Jonathan_Elk/status/1313843967704825858","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","@My_Oh_May אצלנו הלבנונים אומרים: רקווה- Rakwe- ركوه. פנג׳אן זה הכוס הקטנה לקפה.","2020-10-07","['my_oh_may']","[]","[]"
1313842984262213633,"https://twitter.com/Jonathan_Elk/status/1313842984262213633","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","@idan_ronen @LevyMoriya @thoufeekzak 😍😍 למרות שבתוכנה זה גם נראה מהמם אבל מי שעושה את זה בעצמו זה פשוט אומנות מטורפת לכל דבר ועניין.","2020-10-07","['idan_ronen', 'levymoriya', 'thoufeekzak']","[]","[]"
1313804074454863873,"https://twitter.com/Jonathan_Elk/status/1313804074454863873","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","@GadDafna מותק, את אלימה 😜","2020-10-07","['gaddafna']","[]","[]"
1313767847852756992,"https://twitter.com/Jonathan_Elk/status/1313767847852756992","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","@thoufeekzak @LevyMoriya شكرا 😍😍","2020-10-07","['thoufeekzak', 'levymoriya']","[]","[]"
1313612621027962881,"https://twitter.com/Jonathan_Elk/status/1313612621027962881","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","אפשר שהמקרה של הכלב שהצילו יהפוך לטרנד בו מצילים נשים מוכות מהגבר המכה בחייהם?  https://t.co/L48npbpHnR","2020-10-06","[]","[]","[]"
1313604821879005190,"https://twitter.com/Jonathan_Elk/status/1313604821879005190","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","@LevyMoriya @thoufeekzak וואו מהמם!! מת שיהיה לי גם אחד כזה 🥰😅","2020-10-06","['levymoriya', 'thoufeekzak']","[]","[]"
1313510799856545793,"https://twitter.com/Jonathan_Elk/status/1313510799856545793","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","@ittaishick @IL_police @oryarokorg שכחת את התמונה שבאה אחר כך מהמספרה שהלך להסתפר בה","2020-10-06","['ittaishick', 'il_police', 'oryarokorg']","[]","[]"
1313130868173660160,"https://twitter.com/Jonathan_Elk/status/1313130868173660160","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","@kh_lorena بالنجاح 😍","2020-10-05","['kh_lorena']","[]","[]"
1313109544176963585,"https://twitter.com/Jonathan_Elk/status/1313109544176963585","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","הקנס המדרש- תתפטרי! @GilaGamliel","2020-10-05","['gilagamliel']","[]","[]"
1312393350562148353,"https://twitter.com/Jonathan_Elk/status/1312393350562148353","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","Happy weekend y’all  https://t.co/qa46Li8rPG","2020-10-03","[]","[]","[]"
1312062142192013314,"https://twitter.com/Jonathan_Elk/status/1312062142192013314","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","@elicarmeli11 الله لا يرده","2020-10-02","['elicarmeli11']","[]","[]"
1311994824611033089,"https://twitter.com/Jonathan_Elk/status/1311994824611033089","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","اتمنى اغلى التهاني لاصحابي اليهود بمناسبة عيد العرش (سوكوت)اليوم. חג סוכות שמח חברים 😍  https://t.co/ttKU64RnVW","2020-10-02","[]","[]","[]"
1311945492088193024,"https://twitter.com/Jonathan_Elk/status/1311945492088193024","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","@kaisos1987 הטרלת המאה","2020-10-02","['kaisos1987']","[]","[]"
1311692492576886784,"https://twitter.com/Jonathan_Elk/status/1311692492576886784","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","@Ben_Judea @kh_lorena It’s the same one 😜","2020-10-01","['kh_lorena']","[]","[]"
1311689674667315200,"https://twitter.com/Jonathan_Elk/status/1311689674667315200","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","@kh_lorena 😍😍😍","2020-10-01","['kh_lorena']","[]","[]"
1311006899475709955,"https://twitter.com/Jonathan_Elk/status/1311006899475709955","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","@HaimOmri נראה שכמה לא מרוצים מהדיווח שלך 🤣🤣  https://t.co/ee78xbr0Lu","2020-09-29","['haimomri']","[]","[]"
1311000863087964160,"https://twitter.com/Jonathan_Elk/status/1311000863087964160","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","@HaimOmri חם לו לאדון","2020-09-29","['haimomri']","[]","[]"
1310701379686629376,"https://twitter.com/Jonathan_Elk/status/1310701379686629376","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","Any #lebanese tour guides here for a couple of questions?  #Lebanon","2020-09-28","[]","['lebanese', 'lebanon']","[]"
1310205878826565632,"https://twitter.com/Jonathan_Elk/status/1310205878826565632","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","@abouddandachi الحلم العربي مات","2020-09-27","['abouddandachi']","[]","[]"
1309995847267037188,"https://twitter.com/Jonathan_Elk/status/1309995847267037188","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","@DisarmHezbollah Lol 🤣","2020-09-26","['disarmhezbollah']","[]","[]"
1309978256561577984,"https://twitter.com/Jonathan_Elk/status/1309978256561577984","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","@ShaiDeLuca אמן!!","2020-09-26","['shaideluca']","[]","[]"
1309962745941557250,"https://twitter.com/Jonathan_Elk/status/1309962745941557250","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","קולות כאלה לא חדשים מסביבת הנשיא הלבנוני, לפני מספר שנים שר החוץ בסיל ג׳ובראן הוקלט מציין את הדברים האלה גם במפגש פוליטי שערך וכאשר נשאל על יחסו לישראל ואמר כי אין איום ממשי בין ישראל לעם הלבנוני וכי ישנם בעיות שניתנות לפיתרון.","2020-09-26","[]","[]","[]"
1309962630623309828,"https://twitter.com/Jonathan_Elk/status/1309962630623309828","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","קולות של שלום מלבנון טייק #7891: קלודין עון, יועצת הגברת הראשונה, מובילה לקידום מעמד האישה, ביתו של מישל עון ואישתו של חבר הפרלמנט שאמל רוקז הצהירה לפני כיומיים כי ״אני בעד השלום (עם ישראל), אני מאוד רוצה לבקר בירושלים. אבל לא לפני שנפתור את בעיית הגבולות ושיהיה הסכם ביטחון״.  https://t.co/y8NifAbQJT","2020-09-26","[]","[]","[]"
1309896895536467968,"https://twitter.com/Jonathan_Elk/status/1309896895536467968","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","@BarakRavid זה לא פעילים פרו פלסטינים, הם פשוט פעילים אנטי ישראליים. יש הבדל תהומי.","2020-09-26","['barakravid']","[]","[]"
1309514293042438149,"https://twitter.com/Jonathan_Elk/status/1309514293042438149","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","@Doron_hakatom זה כבר יש בשפע 😅","2020-09-25","['doron_hakatom']","[]","[]"
1309511318563676166,"https://twitter.com/Jonathan_Elk/status/1309511318563676166","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","אדוני השוטר, אתה חייב לתת לי לעבור שכחתי לקנות מצרכים הכרחיים לסגר!! מצרכים הכרחיים לסגר:  https://t.co/ku11l0A8bJ","2020-09-25","[]","[]","[]"
1309130319505879041,"https://twitter.com/Jonathan_Elk/status/1309130319505879041","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","@Nirpetel  https://t.co/mWYhR3hqhK","2020-09-24","['nirpetel']","[]","[]"
1308806485892313089,"https://twitter.com/Jonathan_Elk/status/1308806485892313089","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","@rubih67 אמרו לעיריית חיפה להיות יצירתיים אבל לא עד כדי כך 😨","2020-09-23","['rubih67']","[]","[]"
1308518709775007744,"https://twitter.com/Jonathan_Elk/status/1308518709775007744","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","@Ronel_Adani כפרה על רבקה! אין כמוה","2020-09-22","[]","[]","[]"
1308446319300800512,"https://twitter.com/Jonathan_Elk/status/1308446319300800512","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","@City_of_David Thank you :) you too","2020-09-22","['city_of_david']","[]","[]"
1308426575550054403,"https://twitter.com/Jonathan_Elk/status/1308426575550054403","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","אין מה לדאוג, כולה טעות טכנית 🤣🤣  https://t.co/Tbw9pRkgwD","2020-09-22","[]","[]","[]"
1308401321024917504,"https://twitter.com/Jonathan_Elk/status/1308401321024917504","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","לחיי הטעויות הטכניות..","2020-09-22","[]","[]","[]"
1308397663352696833,"https://twitter.com/Jonathan_Elk/status/1308397663352696833","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","@RubHac נראה שהג׳אנר מצ׳כיה הגיע לארץ 😂😂","2020-09-22","['rubhac']","[]","[]"
1307847598519341057,"https://twitter.com/Jonathan_Elk/status/1307847598519341057","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","@HenMazzig Happy birthday!!!🎊🎈🎁🎉","2020-09-20","['henmazzig']","[]","[]"
1307738608594571264,"https://twitter.com/Jonathan_Elk/status/1307738608594571264","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","@NitzanHorowitz בינתיים אתם גונבים לנו את הבריאות","2020-09-20","['nitzanhorowitz']","[]","[]"
1306315929375121408,"https://twitter.com/Jonathan_Elk/status/1306315929375121408","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","القهوة عالنار... اهلا وسهلا بكم","2020-09-16","[]","[]","[]"
1306263357511667713,"https://twitter.com/Jonathan_Elk/status/1306263357511667713","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","@ShaiDeLuca I never understood how a person can be a refugee in his own country.. only the Palestinians BTW, both in Gaza and the West Bank there are refugees.","2020-09-16","['shaideluca']","[]","[]"
1306258559601176577,"https://twitter.com/Jonathan_Elk/status/1306258559601176577","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","I thought a PHD would be enough to realize that this is a military parked Jeep &amp; not a Tank.","2020-09-16","[]","[]","[]"
1306224324756602881,"https://twitter.com/Jonathan_Elk/status/1306224324756602881","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","@MoranT555 يا مشحر 😨","2020-09-16","['morant555']","[]","[]"
1306200670261915648,"https://twitter.com/Jonathan_Elk/status/1306200670261915648","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","מת","2020-09-16","[]","[]","[]"
1306114570466066434,"https://twitter.com/Jonathan_Elk/status/1306114570466066434","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","Palestinian leaders are afraid to make peace, because once the world stops looking only at Israel they will start investigating their crimes. PA leaders want to keep controlling innocent people and using terror to keep their possession.  https://t.co/dI2aQTZU22","2020-09-16","[]","[]","[]"
1305953329340702720,"https://twitter.com/Jonathan_Elk/status/1305953329340702720","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","@TamerMisshal رائع","2020-09-15","['tamermisshal']","[]","[]"
1305933016397684739,"https://twitter.com/Jonathan_Elk/status/1305933016397684739","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","@Yochayt7 @Claire_Voltaire תשמרו על עצמכם!!","2020-09-15","['yochayt7', 'claire_voltaire']","[]","[]"
1305931786078257152,"https://twitter.com/Jonathan_Elk/status/1305931786078257152","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","@MLayosh וואו","2020-09-15","['mlayosh']","[]","[]"
1305924903791550464,"https://twitter.com/Jonathan_Elk/status/1305924903791550464","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","Let there be peace! The Arab boycott on Israel is over!  https://t.co/Ttl8KAvo6J","2020-09-15","[]","[]","[]"
1305924243826388992,"https://twitter.com/Jonathan_Elk/status/1305924243826388992","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","@IdoDaniel YAAS  https://t.co/Nuj5byAtAR","2020-09-15","['idodaniel']","[]","[]"
1305921776917114881,"https://twitter.com/Jonathan_Elk/status/1305921776917114881","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","@HSajwanization Hamas terrorists just launched rockets toward Israel. They have always been the enemies of peace    https://t.co/nVPR8vs1JV","2020-09-15","['hsajwanization']","[]","['https://twitter.com/jonathan_elk/status/1305920218129223681?s=21']"
1305920937922002949,"https://twitter.com/Jonathan_Elk/status/1305920937922002949","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","الفلسطينيين هم اعداء السلام...","2020-09-15","[]","[]","[]"
1305920218129223681,"https://twitter.com/Jonathan_Elk/status/1305920218129223681","@Jonathan_Elk","","Twitter Handle","Twitter Journalists","","","Jonathan Elkhoury- جوناثان الخوري","Happening now.. Iron dome in action.  While signing a peace agreement between #Israel #uae &amp; #Bahrain  the Palestinian continues in their accord- terrorism  https://t.co/3AzEHKm1SG","2020-09-15","[]","['israel', 'uae', 'bahrain']","[]"
